seq	start	end	strand	nTSSs	nTAGs	tsrPeak	tsrWdth	tsrTrq	tsrSI	tsrMSI	featureID	modalTSS
115304	chr1	10532479	10532656	-	109	4222	0.21	178	12.24	-2.6	0.32	NA	10532583
115492	chr1	11114815	11114885	-	19	76	0.34	71	-12.11	-1.3	0.22	NA	11114827
115507	chr1	11116691	11116819	-	28	57	0.18	129	7.67	-2.35	0.1	NA	11116738
115514	chr1	11118856	11118952	-	31	110	0.22	97	9.55	-2.37	0.12	NA	11118904
115518	chr1	11120015	11120131	-	55	641	0.12	117	10.51	-2.75	0.18	NA	11120101
115606	chr1	11159894	11159971	-	43	1026	0.32	78	-19.66	-1.59	0.34	NA	11159908
115612	chr1	11166803	11166921	-	21	68	0.26	119	-15.62	-1.46	0.21	NA	11166802
115767	chr1	11322558	11322639	-	35	256	0.26	82	-9.31	-1.73	0.27	NA	11322597
115862	chr1	11740989	11741049	-	12	58	0.53	61	10.64	-0.38	0.34	NA	11741030
115864	chr1	11741115	11741270	-	71	2575	0.29	156	-4.12	-1.76	0.39	NA	11741179
115943	chr1	11863576	11863657	-	24	55	0.16	82	-10.05	-2.2	0.08	NA	11863583
115949	chr1	11865965	11866104	-	41	297	0.27	140	-31.36	-2.15	0.23	NA	11865994
116023	chr1	11986449	11986533	-	43	1010	0.2	85	-22.81	-1.9	0.28	NA	11986463
116283	chr1	12677202	12677517	-	82	249	0.11	316	40.62	-3.5	0.14	NA	12677312
116284	chr1	12677558	12677781	-	90	1534	0.27	224	-39.89	-1.98	0.39	NA	12677605
116285	chr1	12677841	12677849	-	6	73	0.67	9	-2.42	0.42	0.39	NA	12677840
116336	chr1	13183404	13183415	-	7	363	0.89	12	-2.31	1.34	0.76	NA	13183406
116342	chr1	13184032	13184045	-	5	716	0.81	14	-0.34	1.24	0.67	NA	13184037
116659	chr1	15850683	15850877	-	79	818	0.17	195	-42.29	-2.85	0.23	NA	15850736
116692	chr1	15911501	15911589	-	25	68	0.19	89	3.91	-2.01	0.14	NA	15911518
116737	chr1	16134022	16134161	-	42	121	0.21	140	12.71	-2.67	0.13	NA	16134128
116738	chr1	16134192	16134193	-	2	1902	0.97	2	-0.47	1.82	0.82	NA	16134191
116759	chr1	16161343	16161455	-	20	50	0.32	113	-12.22	-1.33	0.23	NA	16161356
116769	chr1	16162290	16162417	-	42	257	0.27	128	-29.11	-1.77	0.3	NA	16162302
116899	chr1	16302495	16302640	-	54	703	0.33	146	21.03	-1.58	0.38	NA	16302596
117179	chr1	16678916	16679012	-	41	225	0.13	97	-18.64	-2.43	0.17	NA	16678921
117374	chr1	16971138	16971250	-	57	1078	0.28	113	-3.66	-2.23	0.27	NA	16971190
117398	chr1	17011124	17011134	-	8	51	0.47	11	2.02	-0.37	0.21	NA	17011132
117413	chr1	17012109	17012238	-	23	201	0.48	130	21.97	-0.94	0.35	NA	17012228
117417	chr1	17012452	17012511	-	13	71	0.49	60	15.23	-0.44	0.34	NA	17012507
117419	chr1	17012660	17012749	-	34	200	0.28	90	5.44	-1.65	0.28	NA	17012735
117539	chr1	17338375	17338470	-	17	62	0.29	96	2.06	-1.1	0.24	NA	17338423
117571	chr1	17355094	17355235	-	29	72	0.21	142	18.75	-2.25	0.13	NA	17355173
117618	chr1	17380468	17380666	-	110	10026	0.39	199	-32.99	-1.31	0.51	NA	17380524
117719	chr1	17734739	17735053	-	96	359	0.1	315	5.98	-3.85	0.11	NA	17734944
117830	chr1	17765014	17765136	-	21	74	0.27	123	-14.91	-1.51	0.2	NA	17765032
117840	chr1	17766127	17766243	-	42	272	0.26	117	9.16	-2.02	0.26	NA	17766167
117981	chr1	19043757	19043757	-	1	573	1	1	0	2	1	NA	19043756
118062	chr1	19229032	19229109	-	32	267	0.34	78	-9.7	-1.79	0.24	NA	19229049
118063	chr1	19229230	19229297	-	21	65	0.25	68	13.81	-1.71	0.16	NA	19229293
118069	chr1	19231982	19232002	-	9	65	0.46	21	-6.52	-0.25	0.29	NA	19231982
118122	chr1	19283123	19283201	-	19	367	0.75	79	6.33	0.4	0.62	NA	19283170
118213	chr1	19426890	19427078	-	34	87	0.15	189	21.86	-2.55	0.11	NA	19426996
118479	chr1	19536719	19536842	-	55	1191	0.3	124	-14.28	-1.96	0.32	NA	19536755
118593	chr1	19577989	19578049	-	41	1116	0.2	61	3.51	-2.01	0.25	NA	19578016
118655	chr1	19638511	19638661	-	51	741	0.16	151	24.08	-2.45	0.22	NA	19638618
118666	chr1	19665391	19665475	-	38	206	0.12	85	-1.95	-2.58	0.13	NA	19665458
118728	chr1	19683971	19684072	-	31	113	0.12	102	-10.41	-2.5	0.09	NA	19683977
118752	chr1	19705056	19705150	-	43	195	0.16	95	-11.78	-2.44	0.18	NA	19705070
118765	chr1	19712017	19712125	-	27	119	0.19	109	-20.15	-1.98	0.16	NA	19712048
118854	chr1	19811954	19812060	-	91	5778	0.3	107	10.66	-2.39	0.33	NA	19812027
119038	chr1	20126335	20126452	-	33	169	0.28	118	-2.83	-1.76	0.25	NA	20126373
119069	chr1	20407607	20407705	-	32	119	0.19	99	-0.99	-2.32	0.14	NA	20407661
119167	chr1	20834544	20834662	-	64	607	0.31	119	24.19	-2.37	0.27	NA	20834644
119207	chr1	20978349	20978364	-	7	55	0.64	16	2.68	0.25	0.38	NA	20978358
119210	chr1	20978700	20978752	-	19	190	0.23	53	-1.74	-1.51	0.17	NA	20978725
119212	chr1	20978811	20978841	-	14	119	0.69	31	-0.55	0.19	0.52	NA	20978824
119235	chr1	20982593	20982685	-	40	74	0.08	93	1.24	-3.07	0.05	NA	20982627
119254	chr1	20987407	20987509	-	27	76	0.11	103	-2.03	-2.35	0.08	NA	20987478
119257	chr1	20987722	20988055	-	148	9240	0.15	334	-0.27	-2.86	0.33	NA	20987881
119287	chr1	21069253	21069373	-	30	108	0.33	121	15.18	-1.9	0.21	NA	21069340
119288	chr1	21069412	21069451	-	12	64	0.72	40	-13.48	0.27	0.52	NA	21069414
119305	chr1	21071110	21071178	-	17	107	0.36	69	16.48	-0.76	0.33	NA	21071164
119319	chr1	21076334	21076362	-	7	50	0.84	29	10.72	0.97	0.63	NA	21076359
119380	chr1	21102540	21102655	-	25	51	0.12	116	-11.77	-2.26	0.08	NA	21102542
119385	chr1	21102979	21103238	-	49	259	0.24	260	12.3	-2	0.29	NA	21103088
119389	chr1	21106329	21106373	-	9	77	0.74	45	4.29	0.47	0.52	NA	21106354
119410	chr1	21113071	21113213	-	63	857	0.3	143	14.46	-2.01	0.33	NA	21113162
119414	chr1	21113710	21113855	-	82	2390	0.28	146	18.48	-2.25	0.33	NA	21113800
119425	chr1	21133305	21133367	-	14	80	0.36	63	-16.79	-0.44	0.36	NA	21133318
119458	chr1	21151622	21151683	-	23	113	0.2	62	-5.25	-1.69	0.19	NA	21151657
119886	chr1	21503311	21503423	-	44	224	0.23	113	-5.84	-2.43	0.19	NA	21503355
119922	chr1	21546059	21546110	-	11	59	0.42	52	-11.96	-0.52	0.27	NA	21546060
120034	chr1	21617270	21617336	-	19	100	0.42	67	2.27	-0.87	0.32	NA	21617299
120043	chr1	21620858	21620993	-	30	148	0.27	136	-10.69	-1.49	0.29	NA	21620923
120110	chr1	21671947	21672052	-	46	680	0.46	106	-2.27	-1.34	0.4	NA	21671997
120198	chr1	22005586	22005596	-	8	82	0.38	11	-3.06	-0.16	0.28	NA	22005586
120199	chr1	22005635	22005682	-	15	348	0.38	48	6.59	-0.21	0.44	NA	22005666
120331	chr1	22047547	22047662	-	62	375	0.24	116	30.95	-2.66	0.22	NA	22047640
120335	chr1	22048202	22048258	-	28	62	0.1	57	6.11	-2.55	0.05	NA	22048257
120347	chr1	22050406	22050503	-	22	52	0.15	98	-1.62	-2.03	0.1	NA	22050451
120348	chr1	22050541	22050617	-	24	114	0.3	77	-7.15	-1.45	0.25	NA	22050591
120402	chr1	22055022	22055203	-	78	410	0.14	182	42.06	-3.3	0.16	NA	22055168
120404	chr1	22056219	22056351	-	30	107	0.41	133	-4.56	-1.45	0.3	NA	22056285
120415	chr1	22062948	22063123	-	51	587	0.33	176	-44.86	-1.26	0.42	NA	22062972
120476	chr1	22083003	22083077	-	11	53	0.57	75	-5.04	-0.21	0.36	NA	22083037
120519	chr1	22106291	22106569	-	46	91	0.1	279	-11.78	-3.04	0.09	NA	22106530
120536	chr1	22109336	22109730	-	164	1572	0.08	395	78.19	-3.87	0.2	NA	22109585
120541	chr1	22110035	22110153	-	39	173	0.17	119	8.57	-2.38	0.17	NA	22110105
120886	chr1	23420324	23420725	-	71	166	0.16	402	2.35	-3.37	0.13	NA	23420565
120959	chr1	23495283	23495356	-	39	502	0.26	74	13.88	-1.37	0.36	NA	23495349
121101	chr1	23636344	23636383	-	13	57	0.26	40	-2.94	-1.03	0.18	NA	23636343
121108	chr1	23637029	23637370	-	74	194	0.08	342	9.82	-3.68	0.08	NA	23637249
121116	chr1	23640045	23640225	-	56	272	0.14	181	18.27	-2.97	0.14	NA	23640140
121130	chr1	23644981	23645143	-	88	1025	0.49	163	-17.54	-1.71	0.43	NA	23645040
121131	chr1	23645170	23645212	-	16	101	0.65	43	-11.78	-0.21	0.45	NA	23645178
121167	chr1	23650048	23650117	-	15	57	0.47	70	15.13	-0.81	0.28	NA	23650103
121214	chr1	23670724	23670929	-	125	9421	0.12	206	-28.72	-3.25	0.25	NA	23670810
121239	chr1	23694657	23694884	-	50	151	0.17	228	38.76	-2.84	0.14	NA	23694828
121338	chr1	23857707	23857841	-	39	158	0.2	135	-40.72	-2.43	0.16	NA	23857725
121353	chr1	23884562	23884652	-	15	57	0.54	91	-4.77	-0.63	0.33	NA	23884603
121361	chr1	23885928	23886045	-	30	2174	0.46	118	5.14	-0.06	0.58	NA	23885992
121412	chr1	24022868	24022915	-	31	1955	0.39	48	1.11	-0.93	0.41	NA	24022900
121478	chr1	24104762	24104822	-	34	610	0.45	61	-6.8	-0.92	0.43	NA	24104780
121520	chr1	24127039	24127092	-	11	61	0.48	54	-10.98	-0.51	0.27	NA	24127039
121522	chr1	24127219	24127311	-	46	1583	0.34	93	-15.87	-1.21	0.42	NA	24127244
121572	chr1	24151865	24151996	-	54	2245	0.15	132	-5.85	-1.9	0.32	NA	24151921
121619	chr1	24191980	24192204	-	61	635	0.11	225	11.95	-2.73	0.2	NA	24192119
121637	chr1	24194751	24194859	-	50	1474	0.22	109	-9.38	-1.97	0.3	NA	24194780
121739	chr1	24296698	24296856	-	50	107	0.08	159	4.53	-3.4	0.04	NA	24296738
121753	chr1	24298382	24298494	-	30	88	0.17	113	6.51	-2.23	0.14	NA	24298473
121802	chr1	24304390	24304471	-	22	523	0.92	82	-29.26	1.27	0.84	NA	24304399
121803	chr1	24304532	24304597	-	15	55	0.47	66	-13.35	-0.46	0.37	NA	24304547
121807	chr1	24305164	24305227	-	12	104	0.57	64	-23.43	-0.06	0.43	NA	24305169
121820	chr1	24306401	24306460	-	18	65	0.35	60	5.3	-1.25	0.22	NA	24306436
121823	chr1	24306681	24306977	-	142	5579	0.29	297	3.93	-1.94	0.45	NA	24306817
121833	chr1	24334339	24334349	-	7	102	0.77	11	-3.18	0.76	0.56	NA	24334338
121836	chr1	24335021	24335046	-	5	104	0.46	26	-9.51	0.56	0.38	NA	24335021
121926	chr1	24513731	24513798	-	19	55	0.16	68	4.83	-1.66	0.14	NA	24513747
121961	chr1	24740190	24740298	-	24	73	0.12	109	-0.44	-2.19	0.09	NA	24740272
122057	chr1	25226144	25226175	-	15	60	0.13	32	-3.45	-1.59	0.08	NA	25226151
122059	chr1	25226250	25226432	-	93	462	0.06	183	-10.2	-3.82	0.11	NA	25226250
122064	chr1	25226847	25227267	-	129	310	0.04	421	19.94	-4.57	0.06	NA	25227171
122065	chr1	25227292	25227371	-	24	53	0.15	80	8.54	-2.21	0.08	NA	25227344
122068	chr1	25227550	25227662	-	29	64	0.28	113	6.36	-2.07	0.16	NA	25227624
122069	chr1	25227687	25227816	-	47	433	0.33	130	34.94	-1.96	0.29	NA	25227805
122079	chr1	25228790	25228806	-	7	62	0.47	17	4.9	0.15	0.34	NA	25228802
122151	chr1	25245834	25245840	-	7	62	0.56	7	-1.84	0.08	0.32	NA	25245833
122236	chr1	25255250	25255377	-	25	50	0.18	128	2.94	-2.12	0.11	NA	25255334
122250	chr1	25256755	25256773	-	9	622	0.75	19	3.2	0.73	0.6	NA	25256767
122278	chr1	25272866	25272867	-	2	55	0.89	2	-0.39	1.5	0.5	NA	25272865
122348	chr1	25291220	25291237	-	9	282	0.45	18	-1.05	0.46	0.51	NA	25291226
122349	chr1	25291263	25291731	-	201	2398	0.15	469	1.08	-3.77	0.25	NA	25291486
122464	chr1	25554632	25554728	-	45	100	0.15	97	7.23	-2.99	0.09	NA	25554709
122467	chr1	25555512	25555639	-	67	446	0.28	128	7.25	-2.72	0.22	NA	25555615
122473	chr1	25558612	25558705	-	48	703	0.24	94	8.11	-1.87	0.31	NA	25558657
122476	chr1	25558952	25559070	-	88	12305	0.35	119	-23.24	-1.92	0.39	NA	25558993
122499	chr1	25570566	25570593	-	10	50	0.56	28	-7.46	-0.23	0.33	NA	25570566
122524	chr1	25573913	25574018	-	22	582	0.81	106	-17.67	0.6	0.69	NA	25573945
122579	chr1	25593947	25594027	-	24	100	0.24	81	14.69	-1.58	0.22	NA	25594013
122581	chr1	25594308	25594409	-	31	269	0.33	102	-2.63	-1.4	0.31	NA	25594354
122585	chr1	25619868	25619919	-	8	88	0.62	52	11.75	0.28	0.43	NA	25619913
122620	chr1	25659289	25659302	-	3	74	0.62	14	-5.96	0.96	0.34	NA	25659288
122780	chr1	26185827	26185952	-	37	128	0.1	126	27.45	-2.66	0.11	NA	26185901
122837	chr1	26226640	26226820	-	58	1373	0.45	181	-40.13	-0.72	0.54	NA	26226688
122838	chr1	26226849	26226985	-	40	90	0.14	137	-7.59	-2.74	0.11	NA	26226852
122841	chr1	26227151	26227243	-	25	109	0.42	93	-14.51	-1.31	0.29	NA	26227151
122842	chr1	26227282	26227461	-	59	397	0.24	180	-27.8	-1.95	0.33	NA	26227345
122843	chr1	26227494	26227602	-	39	248	0.31	109	15.94	-1.81	0.28	NA	26227582
122847	chr1	26227981	26228236	-	127	471	0.05	256	-9.24	-4.48	0.07	NA	26228064
122858	chr1	26230131	26230298	-	62	371	0.16	168	26.63	-2.87	0.18	NA	26230283
122861	chr1	26231181	26231244	-	19	57	0.25	64	13.64	-1.46	0.19	NA	26231232
122863	chr1	26231568	26231662	-	21	112	0.21	95	5.65	-1.63	0.17	NA	26231632
122865	chr1	26231924	26232006	-	28	161	0.22	83	5.45	-1.75	0.22	NA	26231982
122873	chr1	26232472	26232577	-	22	72	0.17	106	2.4	-1.86	0.13	NA	26232533
122877	chr1	26232856	26232988	-	87	58105	0.85	133	-9.81	0.86	0.82	NA	26232910
122920	chr1	26324541	26324675	-	44	430	0.3	135	-36.52	-1.9	0.29	NA	26324554
122970	chr1	26607669	26607928	-	45	82	0.12	260	11.3	-2.89	0.11	NA	26607813
123022	chr1	26633104	26633256	-	46	758	0.47	153	-47.54	-0.99	0.46	NA	26633127
123181	chr1	27057757	27057894	-	29	59	0.24	138	6.97	-2.19	0.14	NA	27057837
123302	chr1	27216735	27216814	-	37	264	0.24	80	-1.44	-1.99	0.23	NA	27216774
123327	chr1	27226848	27226980	-	40	427	0.21	133	36.3	-1.58	0.33	NA	27226956
123447	chr1	27481585	27481696	-	22	53	0.15	112	4.84	-1.99	0.1	NA	27481616
123460	chr1	27527571	27527628	-	22	102	0.2	58	16.59	-1.64	0.18	NA	27527620
123465	chr1	27527938	27527968	-	11	54	0.24	31	3.22	-0.96	0.14	NA	27527957
123468	chr1	27528065	27528070	-	6	116	0.79	6	0.21	0.95	0.6	NA	27528067
123539	chr1	27732132	27732182	-	14	153	0.48	51	21.81	-0.11	0.45	NA	27732179
123578	chr1	27734702	27734828	-	36	69	0.1	127	17.46	-2.82	0.07	NA	27734782
123716	chr1	27816558	27816714	-	65	1529	0.4	157	33.88	-1.28	0.46	NA	27816669
123882	chr1	27930631	27930713	-	27	85	0.16	83	7.19	-2.18	0.12	NA	27930674
123898	chr1	27938855	27938951	-	22	51	0.14	97	-0.35	-2.07	0.09	NA	27938894
123901	chr1	27939168	27939439	-	60	110	0.06	272	-28.25	-3.62	0.05	NA	27939254
123902	chr1	27939475	27939651	-	36	53	0.06	177	8.92	-3.03	0.03	NA	27939600
123921	chr1	27942060	27942242	-	34	70	0.34	183	-19.59	-2.12	0.19	NA	27942095
123943	chr1	27945386	27945564	-	51	135	0.14	179	-16.59	-2.99	0.12	NA	27945406
123971	chr1	27949575	27949675	-	29	116	0.24	101	-16.49	-1.96	0.18	NA	27949577
123973	chr1	27949754	27950068	-	65	124	0.06	315	36.8	-3.68	0.06	NA	27950013
123974	chr1	27950104	27950364	-	35	68	0.21	261	-38.1	-2.43	0.14	NA	27950200
123982	chr1	27951049	27951391	-	73	152	0.09	343	48.41	-3.78	0.07	NA	27951389
123987	chr1	27951751	27951967	-	90	561	0.18	217	-18.51	-3.14	0.21	NA	27951884
123990	chr1	27952530	27952838	-	114	2301	0.4	309	51.05	-1.74	0.45	NA	27952747
123992	chr1	27952926	27953153	-	117	3832	0.11	228	27.83	-3.48	0.2	NA	27953073
124034	chr1	27986199	27986263	-	18	65	0.43	65	-20.11	-1.04	0.27	NA	27986207
124041	chr1	27992600	27992677	-	17	54	0.31	78	7.8	-1.46	0.15	NA	27992655
124063	chr1	27998658	27998769	-	58	977	0.26	112	17.42	-1.61	0.38	NA	27998740
124143	chr1	28218355	28218495	-	56	402	0.16	141	27.22	-2.66	0.2	NA	28218484
124144	chr1	28218523	28218676	-	46	471	0.57	154	-6.56	-0.99	0.46	NA	28218585
124145	chr1	28218703	28218754	-	18	130	0.38	52	-3.09	-0.95	0.29	NA	28218729
124199	chr1	28240969	28241287	-	119	2448	0.23	319	-38.17	-2.67	0.32	NA	28241060
124430	chr1	28415044	28415236	-	111	2831	0.17	193	-17.88	-3	0.26	NA	28415103
124436	chr1	28422141	28422223	-	17	56	0.39	83	-0.43	-1.08	0.25	NA	28422191
124449	chr1	28422934	28422966	-	26	1220	0.44	33	1.92	-0.69	0.43	NA	28422952
124476	chr1	28474525	28474699	-	41	71	0.08	175	-0.2	-3.12	0.04	NA	28474660
124477	chr1	28474724	28474855	-	41	114	0.21	132	13.21	-2.65	0.13	NA	28474816
124478	chr1	28474883	28475024	-	40	84	0.1	142	-26.55	-2.95	0.07	NA	28474889
124617	chr1	28503123	28503467	-	120	826	0.17	345	-92.48	-3.15	0.25	NA	28503147
124620	chr1	28503621	28503928	-	138	3247	0.69	308	-11.47	-0.76	0.61	NA	28503762
124708	chr1	28559457	28559584	-	60	3036	0.18	128	12.09	-2.23	0.28	NA	28559537
124720	chr1	28564379	28564570	-	20	51	0.22	192	14.44	-1.74	0.13	NA	28564569
124763	chr1	28573681	28573861	-	64	430	0.14	181	-60.36	-2.83	0.2	NA	28573681
124810	chr1	28832297	28832424	-	40	180	0.17	128	-15.04	-2.45	0.16	NA	28832337
124883	chr1	28908360	28908420	-	13	55	0.47	61	-4.8	-0.66	0.28	NA	28908384
124944	chr1	28969533	28969645	-	68	1181	0.36	113	-9.67	-1.73	0.39	NA	28969563
125007	chr1	29309098	29309159	-	27	543	0.23	62	15.88	-1.42	0.28	NA	29309147
125045	chr1	29474856	29474994	-	30	89	0.29	139	-24.51	-2.13	0.16	NA	29474892
125046	chr1	29475051	29475172	-	35	65	0.11	122	8.42	-2.9	0.04	NA	29475074
125047	chr1	29475198	29475765	-	277	737	0.03	568	18.5	-5.59	0.06	NA	29475447
125060	chr1	29481226	29481429	-	41	107	0.23	204	19.09	-2.41	0.18	NA	29481356
125068	chr1	29485861	29486004	-	18	54	0.31	144	15.94	-1.43	0.18	NA	29485907
125069	chr1	29486065	29486092	-	9	65	0.28	28	-7.78	-0.66	0.16	NA	29486066
125073	chr1	29486871	29487031	-	30	92	0.38	161	-15.86	-1.66	0.25	NA	29486912
125211	chr1	29508283	29508507	-	80	501	0.19	225	0.11	-2.67	0.26	NA	29508395
125253	chr1	29557264	29557475	-	85	2837	0.34	212	70.27	-1.6	0.44	NA	29557436
125282	chr1	29831664	29831664	-	1	69	1	1	0	2	1	NA	29831663
125400	chr1	31073645	31073834	-	33	123	0.21	190	-39.09	-2.16	0.18	NA	31073658
125441	chr1	31200002	31200008	-	7	52	0.48	7	-1.62	-0.18	0.22	NA	31200001
125446	chr1	31205343	31205508	-	44	519	0.55	166	-67.38	-0.64	0.52	NA	31205346
125452	chr1	31205894	31206168	-	85	250	0.06	275	-9.24	-3.87	0.08	NA	31205919
125453	chr1	31206203	31206789	-	186	840	0.05	587	9.62	-4.48	0.14	NA	31206493
125458	chr1	31208019	31208114	-	31	100	0.16	96	-1.45	-2.52	0.09	NA	31208051
125492	chr1	31214486	31214591	-	27	65	0.14	106	4.92	-2.28	0.1	NA	31214590
125496	chr1	31215280	31215400	-	34	105	0.11	121	5.25	-2.61	0.09	NA	31215301
125517	chr1	31218676	31219257	-	261	1996	0.19	582	1.05	-4.1	0.24	NA	31218874
125522	chr1	31219636	31219896	-	62	358	0.21	261	11.29	-2.65	0.22	NA	31219782
125526	chr1	31220321	31220460	-	31	63	0.21	140	13.58	-2.32	0.13	NA	31220420
125531	chr1	31221588	31221684	-	41	167	0.29	97	-14.66	-2.13	0.23	NA	31221614
125533	chr1	31221746	31221847	-	18	59	0.34	102	-23.86	-1.03	0.27	NA	31221767
125545	chr1	31225170	31225225	-	27	232	0.48	56	1.8	-1.1	0.35	NA	31225202
125569	chr1	31229429	31229643	-	82	614	0.14	215	-20.3	-2.88	0.23	NA	31229509
125574	chr1	31230586	31230757	-	142	33400	0.16	172	-3.28	-2.74	0.34	NA	31230621
125576	chr1	31230861	31230930	-	23	99	0.49	70	17.51	-1.08	0.32	NA	31230919
125584	chr1	31231705	31231866	-	38	269	0.23	162	-42.67	-1.8	0.28	NA	31231739
125619	chr1	31354302	31354434	-	26	60	0.15	133	-22.22	-2.28	0.09	NA	31354364
125642	chr1	31405896	31406152	-	67	659	0.68	257	-58.8	-0.48	0.59	NA	31405958
125871	chr1	31478749	31478855	-	19	51	0.47	107	-13.51	-1.05	0.28	NA	31478773
126020	chr1	31538495	31538575	-	52	1469	0.25	81	12.77	-1.93	0.31	NA	31538564
126130	chr1	31769570	31769695	-	91	4928	0.09	126	-11.61	-2.78	0.27	NA	31769611
126188	chr1	31973675	31973738	-	23	95	0.12	64	15.15	-2.09	0.1	NA	31973723
126258	chr1	32110466	32110511	-	24	919	0.52	46	-9.43	-0.46	0.46	NA	32110474
126328	chr1	32173362	32173497	-	46	323	0.44	136	-4.58	-1.66	0.34	NA	32173425
126381	chr1	32372912	32373134	-	65	163	0.23	223	0.77	-3.1	0.15	NA	32373046
126385	chr1	32373274	32373517	-	63	238	0.18	244	41.48	-2.99	0.16	NA	32373476
126386	chr1	32373542	32373591	-	21	118	0.25	50	-0.4	-1.22	0.27	NA	32373568
126387	chr1	32373624	32373690	-	20	88	0.18	67	-7.94	-1.79	0.12	NA	32373639
126388	chr1	32373865	32373929	-	16	64	0.39	65	-19.08	-1.09	0.23	NA	32373864
126389	chr1	32373995	32374007	-	11	284	0.3	13	0.57	-0.97	0.14	NA	32374001
126390	chr1	32374035	32374134	-	23	327	0.33	100	-25.84	-0.82	0.38	NA	32374079
126395	chr1	32374381	32374519	-	29	98	0.32	139	-24.39	-1.64	0.25	NA	32374407
126396	chr1	32374548	32374555	-	7	51	0.53	8	-0.83	0.29	0.39	NA	32374549
126450	chr1	32384893	32384979	-	27	76	0.11	87	19.3	-2.41	0.07	NA	32384959
126453	chr1	32385088	32385244	-	56	239	0.25	157	-30.54	-2.7	0.19	NA	32385100
126466	chr1	32387648	32387824	-	38	153	0.2	177	33.41	-2.32	0.18	NA	32387820
126522	chr1	32396542	32396686	-	49	293	0.19	145	6.25	-2.3	0.24	NA	32396631
126533	chr1	32398275	32398392	-	20	84	0.39	118	11.75	-1.07	0.29	NA	32398365
126552	chr1	32400804	32400946	-	41	188	0.4	143	6.4	-1.76	0.3	NA	32400883
126570	chr1	32403121	32403147	-	13	82	0.45	27	4.33	-0.56	0.31	NA	32403135
126571	chr1	32403180	32403474	-	114	1659	0.19	295	62.46	-2.53	0.34	NA	32403411
126574	chr1	32403625	32403758	-	55	146	0.12	134	-16.32	-3.3	0.08	NA	32403662
126576	chr1	32403817	32404006	-	100	2123	0.13	190	30.14	-3.07	0.24	NA	32403916
126587	chr1	32408149	32408228	-	14	83	0.55	80	17.16	-0.38	0.37	NA	32408206
126595	chr1	32409953	32410007	-	21	50	0.32	55	-0.08	-1.62	0.18	NA	32409975
126725	chr1	32687850	32687963	-	38	219	0.17	114	31.17	-2.22	0.2	NA	32687947
126745	chr1	32715597	32715740	-	31	55	0.09	144	-8.72	-2.72	0.05	NA	32715626
126794	chr1	32799597	32799674	-	27	291	0.23	78	-22.84	-1.58	0.25	NA	32799611
126815	chr1	32801806	32801839	-	9	717	0.9	34	12.46	1.31	0.78	NA	32801834
126850	chr1	32830956	32831069	-	22	139	0.53	114	-20.07	-0.68	0.4	NA	32830996
126921	chr1	32860004	32860079	-	29	577	0.19	76	-6.64	-1.65	0.25	NA	32860032
126961	chr1	33087434	33087551	-	26	78	0.21	118	10.79	-2.02	0.15	NA	33087547
127000	chr1	33093138	33093170	-	10	165	0.57	33	-13.55	0.11	0.43	NA	33093139
127090	chr1	33116019	33116199	-	89	4149	0.23	181	35.7	-2	0.38	NA	33116136
127095	chr1	33116522	33116658	-	37	112	0.26	137	-26.65	-2.39	0.16	NA	33116533
127133	chr1	33240888	33240918	-	10	65	0.52	31	9.05	-0.13	0.36	NA	33240912
127151	chr1	33245007	33245125	-	42	81	0.09	119	-6.67	-3.1	0.05	NA	33245053
127154	chr1	33245685	33245883	-	54	119	0.11	199	7.21	-3.29	0.08	NA	33245851
127158	chr1	33246648	33246723	-	18	65	0.25	76	3.08	-1.66	0.12	NA	33246702
127168	chr1	33248071	33248163	-	23	58	0.31	93	-9.03	-1.58	0.21	NA	33248070
127186	chr1	33251968	33252122	-	29	71	0.2	155	-5.92	-2.3	0.11	NA	33252017
127191	chr1	33252566	33252706	-	54	131	0.11	141	-9.16	-3.26	0.09	NA	33252645
127237	chr1	33272104	33272216	-	32	78	0.17	113	-19.58	-2.39	0.12	NA	33272144
127246	chr1	33276213	33276374	-	33	110	0.15	162	16.32	-2.37	0.13	NA	33276349
127247	chr1	33276546	33276671	-	37	116	0.14	126	9.72	-2.58	0.12	NA	33276645
127268	chr1	33282819	33283020	-	149	6759	0.34	202	29.63	-2.29	0.41	NA	33282950
127423	chr1	33475550	33475635	-	15	75	0.59	86	-24.59	-0.48	0.37	NA	33475551
127427	chr1	33475825	33475844	-	8	59	0.37	20	4.53	-0.39	0.2	NA	33475838
127435	chr1	33476232	33476426	-	65	258	0.12	195	5.02	-3.16	0.14	NA	33476350
127458	chr1	33478652	33478892	-	48	117	0.1	241	4.94	-3.13	0.08	NA	33478732
127488	chr1	33490067	33490156	-	30	72	0.22	90	-5.17	-2.24	0.14	NA	33490120
127519	chr1	33502359	33502639	-	142	31566	0.2	281	-35.68	-2.32	0.4	NA	33502449
127564	chr1	33647627	33647716	-	20	79	0.24	90	-12.03	-1.37	0.22	NA	33647665
127672	chr1	33977723	33977732	-	6	75	0.6	10	-1.49	0.32	0.35	NA	33977725
127820	chr1	35325262	35325428	-	89	1160	0.21	167	12.17	-2.81	0.26	NA	35325338
127888	chr1	35450847	35450981	-	59	947	0.27	135	8.98	-2.11	0.3	NA	35450926
127937	chr1	35469568	35469592	-	3	67	0.94	25	-11.25	1.61	0.76	NA	35469567
